#redshift(0)	 ID(1)	hostHalo(2)	numSubStruct(3)	Mvir(4)	npart(5)	Xc(6)	Yc(7)	Zc(8)	VXc(9)	VYc(10)	VZc(11)	Rvir(12)	Rmax(13)	r2(14)	mbp_offset(15)	com_offset(16)	Vmax(17)	v_esc(18)	sigV(19)	lambda(20)	lambdaE(21)	Lx(22)	Ly(23)	Lz(24)	b(25)	c(26)	Eax(27)	Eay(28)	Eaz(29)	Ebx(30)	Eby(31)	Ebz(32)	Ecx(33)	Ecy(34)	Ecz(35)	ovdens(36)	nbins(37)	fMhires(38)	Ekin(39)	Epot(40)	SurfP(41)	Phi0(42)	cNFW(43)	mbp_Vx(44)	mbp_Vy(45)	mbp_Vz(46)	mbp_x(47)	mbp_y(48)	mbp_z(49)	com_x(50)	com_y(51)	com_z(52)	n_gas(53)	M_gas(54)	lambda_gas(55)	lambdaE_gas(56)	Lx_gas(57)	Ly_gas(58)	Lz_gas(59)	b_gas(60)	c_gas(61)	Eax_gas(62)	Eay_gas(63)	Eaz_gas(64)	Ebx_gas(65)	Eby_gas(66)	Ebz_gas(67)	Ecx_gas(68)	Ecy_gas(69)	Ecz_gas(70)	Ekin_gas(71)	Epot_gas(72)	n_star(73)	M_star(74)	lambda_star(75)	lambdaE_star(76)	Lx_star(77)	Ly_star(78)	Lz_star(79)	b_star(80)	c_star(81)	Eax_star(82)	Eay_star(83)	Eaz_star(84)	Ebx_star(85)	Eby_star(86)	Ebz_star(87)	Ecx_star(88)	Ecy_star(89)	Ecz_star(90)	Ekin_star(91)	Epot_star(92)	
0.018000	         0	        -1	       889	 7.98327e+11	  51165603	  29405.73525975	  30960.18583743	  32456.16536559	  -44.28	   71.57	   95.46	    193.32	     25.29	   0.03395	   0.23094	   2.01886	  198.79	  190.140190	  190.98	  0.021497	    0.029036	      0.2889	      0.1704	     -0.9421	  0.865205	  0.821571	  0.259109	  0.920548	 -0.292324	  0.942891	 -0.306683	 -0.130009	  0.209331	  0.241943	  0.947441	   98.76	    44	0.999407	 1.45583e+16	-2.77219e+16	-8.89274e+14	      381548	     22.0899	 -230.43	  -51.04	   66.62	       29.405753	        30.96002	       32.456006	       29404.871	       30958.619	         32457.1	  10998848	 5.95482e+10	  0.057552	  0.019821	  0.066562	  0.198790	 -0.977779	  0.965125	  0.922780	  0.014501	  0.959373	 -0.281768	  0.994231	  0.016118	  0.106046	 -0.106279	  0.281681	  0.953604	 1.12522e+15	-1.98107e+15	  12489048	 5.52199e+10	  0.013049	  0.010041	 -0.192593	 -0.018756	 -0.981100	  0.530644	  0.373092	  0.525561	  0.842778	 -0.116237	  0.847486	 -0.530600	 -0.015244	  0.074523	  0.090498	  0.993104	 1.74437e+15	-6.01674e+15
0.019000	         0	        -1	       885	 7.97943e+11	  51135175	  29406.54906851	  30958.97195877	  32454.69410852	  -44.23	   71.52	   95.55	    193.42	     26.07	   0.04854	   0.20185	   2.00066	  197.90	  190.196992	  190.83	  0.021574	    0.029121	      0.2889	       0.168	     -0.9425	  0.863517	  0.820438	  0.260746	  0.919850	 -0.293065	  0.942583	 -0.308187	 -0.128681	  0.208686	  0.242685	  0.947393	   98.89	    44	0.999405	 1.45294e+16	-2.76773e+16	-8.90944e+14	      381191	     21.7295	  -17.72	  160.01	  647.54	       29.406495	       30.958782	        32.45465	       29405.632	       30957.419	        32455.56	  11000093	 5.95653e+10	  0.057583	  0.019901	  0.066355	  0.197762	 -0.978002	  0.964732	  0.922968	  0.010680	  0.956684	 -0.290934	  0.994140	  0.021142	  0.106013	 -0.107572	  0.290361	  0.950852	 1.11588e+15	-1.97785e+15	  12469242	 5.51113e+10	  0.013037	  0.010014	 -0.192412	 -0.018611	 -0.981138	  0.530935	  0.372651	  0.517075	  0.847886	 -0.117140	  0.852830	 -0.522005	 -0.013866	  0.072904	  0.092731	  0.993019	 1.73583e+15	-5.99356e+15
0.021000	         0	        -1	       893	 7.97566e+11	  51104445	  29407.33715211	  30957.68981613	  32453.16215823	  -44.18	   71.47	   95.61	    193.53	     25.68	   0.03617	   0.23379	   1.94913	  198.37	  190.254743	  190.74	  0.021644	    0.029192	      0.2889	      0.1654	      -0.943	  0.861868	  0.819312	  0.261447	  0.919503	 -0.293528	  0.942667	 -0.308597	 -0.127069	  0.207422	  0.243478	  0.947467	   99.03	    44	0.999404	 1.45086e+16	-2.76381e+16	-8.89931e+14	      379318	     21.8839	  131.71	   39.74	  113.60	       29.407391	       30.957831	       32.452984	       29406.395	       30956.207	       32454.007	  10996939	 5.95523e+10	  0.057648	  0.019901	  0.065919	  0.196851	 -0.978215	  0.964485	  0.923190	  0.006285	  0.953747	 -0.300545	  0.993988	  0.026896	  0.106137	 -0.109311	  0.299405	  0.947844	 1.11463e+15	-1.97473e+15	  12453012	 5.50275e+10	  0.013024	  0.009995	 -0.191596	 -0.018745	 -0.981295	  0.529942	  0.372090	  0.508867	  0.852661	 -0.118421	  0.857842	 -0.513751	 -0.012908	  0.071845	  0.095018	  0.992880	 1.72012e+15	-5.97057e+15
0.023000	         0	        -1	       878	 7.97201e+11	  51074143	  29408.10498013	  30956.29654028	  32451.66681777	  -44.13	   71.42	   95.66	    193.63	     25.29	   0.04601	   0.34109	   1.81152	  198.87	  190.313730	  190.74	  0.021746	    0.029320	      0.2893	      0.1621	     -0.9434	  0.860206	  0.818135	  0.263006	  0.918997	 -0.293721	  0.942343	 -0.309987	 -0.126090	  0.206926	  0.243624	  0.947538	   99.17	    44	0.999403	 1.45011e+16	 -2.7623e+16	 -8.9148e+14	      382375	     22.0548	  349.67	   82.93	  -95.30	       29.407922	       30.956551	       32.451532	       29407.156	       30954.972	       32452.457	  10993290	 5.95364e+10	  0.057729	  0.019948	  0.065422	  0.196027	 -0.978414	  0.964288	  0.923433	  0.005963	  0.950743	 -0.309924	  0.993661	  0.029161	  0.108573	 -0.112262	  0.308606	  0.944542	 1.10942e+15	-1.97136e+15	  12437219	 5.49465e+10	  0.013001	  0.009972	 -0.191313	 -0.018463	 -0.981355	  0.527805	  0.371641	  0.498754	  0.858504	 -0.119231	  0.864107	 -0.503230	 -0.008795	  0.067551	  0.098642	  0.992828	 1.71939e+15	-5.96616e+15
0.024000	         0	        -1	       859	 7.96852e+11	  51044768	  29408.90811717	  30954.94871747	  32450.15943425	  -44.08	   71.33	   95.72	    193.74	     24.93	   0.04421	   0.15589	   1.72066	  199.36	  190.374274	  190.89	  0.021830	    0.029414	        0.29	      0.1594	     -0.9437	  0.858485	  0.817151	  0.263596	  0.918705	 -0.294106	  0.942268	 -0.310497	 -0.125389	  0.206515	  0.244074	  0.947512	   99.30	    44	0.999402	 1.45176e+16	-2.76255e+16	-8.90705e+14	      382272	     22.2167	 -159.43	  217.36	  292.37	       29.408755	       30.954977	       32.450148	       29407.924	       30953.749	       32450.902	  10990492	 5.95248e+10	  0.057852	  0.019955	  0.064343	  0.195717	 -0.978547	  0.963965	  0.923494	  0.007421	  0.948077	 -0.317956	  0.993229	  0.029875	  0.112265	 -0.115935	  0.316636	  0.941436	 1.11849e+15	-1.97749e+15	  12420925	 5.48631e+10	  0.012993	  0.009956	 -0.190206	 -0.019951	 -0.981541	  0.525165	  0.370912	  0.487444	  0.864884	 -0.119893	  0.870929	 -0.491394	 -0.003919	  0.062304	  0.102508	  0.992779	 1.72865e+15	-5.96796e+15
0.026000	         0	        -1	       856	 7.96474e+11	  51013783	  29409.70494371	  30953.65266542	  32448.69221817	  -44.02	   71.24	   95.80	    193.85	     24.57	   0.04957	   0.29870	   1.64445	  199.82	  190.432812	  191.02	  0.021905	    0.029494	      0.2903	      0.1556	     -0.9442	  0.856433	  0.816102	  0.263519	  0.918516	 -0.294764	  0.942569	 -0.310181	 -0.123899	  0.205233	  0.245185	  0.947504	   99.44	    44	0.999402	 1.45312e+16	 -2.7622e+16	-8.93925e+14	      382467	     22.3704	   73.69	   96.38	 -120.79	       29.409758	        30.95394	       32.448753	       29408.695	       30952.533	       32449.349	  10988380	 5.95178e+10	  0.057943	  0.019910	  0.062874	  0.195243	 -0.978738	  0.963562	  0.923535	  0.007558	  0.945619	 -0.325189	  0.992762	  0.031884	  0.115788	 -0.119859	  0.323710	  0.938534	 1.13398e+15	-1.98652e+15	  12403395	 5.47722e+10	  0.012980	  0.009937	 -0.188664	 -0.021185	 -0.981813	  0.524360	  0.370857	  0.474649	  0.871910	 -0.120339	  0.878314	 -0.478084	  0.000372	  0.057208	  0.105872	  0.992733	 1.73012e+15	-5.96203e+15
0.028000	         0	        -1	       851	 7.96138e+11	  50984165	  29410.50687348	  30952.37928747	  32447.18658855	  -43.96	   71.18	   95.93	    193.96	     24.77	   0.01820	   0.36476	   1.60137	  199.58	  190.495092	  191.00	  0.021979	    0.029582	      0.2907	       0.153	     -0.9445	  0.854680	  0.815059	  0.263561	  0.918273	 -0.295483	  0.942658	 -0.310198	 -0.123181	  0.204772	  0.246074	  0.947373	   99.58	    44	0.999403	 1.45214e+16	 -2.7605e+16	-8.95001e+14	      383863	     22.2533	  -91.56	  -25.34	  245.06	       29.410817	       30.952427	       32.447001	       29409.462	       30951.319	       32447.777	  10988264	 5.95233e+10	  0.058001	  0.019943	  0.061723	  0.194873	 -0.978884	  0.963243	  0.923619	  0.004316	  0.943230	 -0.332113	  0.992243	  0.037224	  0.118614	 -0.124242	  0.330048	  0.935752	 1.14116e+15	-1.99504e+15	  12383454	 5.46669e+10	  0.012960	  0.009915	 -0.186752	 -0.022551	 -0.982148	  0.523622	  0.370300	  0.463709	  0.877638	 -0.121345	  0.884300	 -0.466914	  0.002277	  0.054659	  0.108362	  0.992608	 1.71936e+15	-5.94677e+15
0.030000	         0	        -1	       871	 7.95827e+11	  50955557	  29411.51054354	  30951.12200615	  32445.65317661	  -43.89	   71.14	   96.07	    194.07	     24.58	   0.04874	   0.28911	   1.70664	  199.81	  190.559722	  190.92	  0.022053	    0.029597	      0.2913	      0.1514	     -0.9446	  0.853119	  0.814094	  0.264031	  0.917956	 -0.296049	  0.942595	 -0.310640	 -0.122545	  0.204456	  0.246699	  0.947279	   99.72	    44	0.999403	 1.45048e+16	-2.75177e+16	-8.96911e+14	      368437	     22.3137	  147.31	 -206.55	   93.09	       29.411545	       30.951394	       32.445745	       29410.248	       30950.111	       32446.197	  10988664	 5.95331e+10	  0.058062	  0.019979	  0.061106	  0.194337	 -0.979030	  0.962903	  0.923667	  0.002158	  0.940820	 -0.338899	  0.991639	  0.041713	  0.122115	 -0.129025	  0.336329	  0.932864	 1.14084e+15	-1.99625e+15	  12362949	 5.45568e+10	  0.012964	  0.009845	 -0.185400	 -0.023318	 -0.982386	  0.523056	  0.369492	  0.455052	  0.881940	 -0.122921	  0.888852	 -0.458184	  0.003120	  0.053569	  0.110678	  0.992412	 1.70957e+15	-5.87595e+15
0.031000	         0	        -1	       864	 7.95518e+11	  50926253	  29412.05375536	  30949.82917507	  32444.14146740	  -43.84	   71.09	   96.19	    194.18	     23.87	   0.03911	   0.43281	   1.50735	  200.72	  190.624586	  191.01	  0.022142	    0.029763	      0.2919	      0.1477	      -0.945	  0.851435	  0.813052	  0.264103	  0.917677	 -0.296847	  0.942695	 -0.310669	 -0.121698	  0.203900	  0.247695	  0.947139	   99.86	    44	0.999403	 1.45119e+16	-2.75692e+16	-9.00234e+14	      380314	     22.6361	 -430.71	  -13.26	  211.16	       29.411824	       30.949463	       32.444133	       29410.983	       30948.881	       32444.617	  10987356	 5.95319e+10	  0.058150	  0.020013	  0.059981	  0.193648	 -0.979236	  0.962673	  0.923756	 -0.002032	  0.938511	 -0.345244	  0.990844	  0.048495	  0.125999	 -0.134994	  0.341827	  0.930017	 1.14449e+15	 -2.0005e+15	  12343290	 5.44544e+10	  0.012906	  0.009849	 -0.185124	 -0.024166	 -0.982418	  0.520170	  0.368816	  0.444089	  0.887303	 -0.124414	  0.894577	 -0.446872	  0.006121	  0.050166	  0.114016	  0.992212	 1.71335e+15	-5.92168e+15
0.033000	         0	        -1	       831	 7.95212e+11	  50897455	  29412.80926611	  30948.49355584	  32442.62769985	  -43.81	   71.06	   96.26	    194.29	     24.26	   0.02899	   0.17009	   1.41747	  200.16	  190.690152	  191.07	  0.022218	    0.029849	      0.2924	      0.1451	     -0.9452	  0.849860	  0.812033	  0.264300	  0.917426	 -0.297448	  0.942864	 -0.310664	 -0.120396	  0.202861	  0.248632	  0.947116	  100.00	    44	0.999402	 1.45158e+16	-2.75632e+16	-9.05116e+14	      383373	     22.3973	  -29.96	 -123.07	  -89.37	       29.412902	         30.9484	        32.44252	       29411.743	       30947.649	       32443.028	  10987180	 5.95378e+10	  0.058245	  0.019996	  0.058935	  0.192969	 -0.979433	  0.962346	  0.923745	 -0.004852	  0.936366	 -0.350992	  0.990135	  0.053649	  0.129437	 -0.140031	  0.346901	  0.927389	 1.15656e+15	-2.00856e+15	  12322933	 5.43466e+10	  0.012874	  0.009821	 -0.183908	 -0.024233	 -0.982645	  0.519445	  0.368260	  0.435220	  0.891412	 -0.126364	  0.898977	 -0.437941	  0.006859	  0.049226	  0.116584	  0.991960	 1.70802e+15	-5.91463e+15
0.035000	         0	        -1	       875	 7.94889e+11	  50867231	  29413.61169683	  30947.16692292	  32441.08453336	  -43.80	   71.01	   96.29	    194.40	     23.79	   0.01572	   0.29420	   1.37726	  200.75	  190.754791	  191.03	  0.022305	    0.029943	      0.2927	      0.1431	     -0.9454	  0.848322	  0.811148	  0.264533	  0.917075	 -0.298321	  0.942640	 -0.311196	 -0.120779	  0.203599	  0.249259	  0.946793	  100.14	    44	0.999400	 1.45037e+16	 -2.7535e+16	-9.09012e+14	      381690	      22.598	 -166.68	   86.47	  293.45	       29.413619	       30.946873	       32.441103	        29412.51	       30946.416	       32441.431	  10985997	 5.95416e+10	  0.058318	  0.020013	  0.057980	  0.192243	 -0.979633	  0.962018	  0.923650	 -0.008252	  0.934413	 -0.356095	  0.989228	  0.059674	  0.133664	 -0.146147	  0.351157	  0.924841	 1.16146e+15	-2.01302e+15	  12302595	 5.42354e+10	  0.012851	  0.009791	 -0.181844	 -0.024080	 -0.983033	  0.518114	  0.367468	  0.427713	  0.894716	 -0.128626	  0.902635	 -0.430330	  0.008133	  0.048074	  0.119581	  0.991660	 1.69739e+15	-5.89512e+15
0.036000	         0	        -1	       883	 7.94515e+11	  50835114	  29414.45315691	  30945.97198947	  32439.47550521	  -43.81	   70.95	   96.32	    194.50	     23.18	   0.04500	   0.37078	   1.43888	  201.53	  190.815492	  190.89	  0.022387	    0.030019	      0.2936	      0.1416	     -0.9454	  0.846735	  0.810388	  0.264826	  0.916618	 -0.299464	  0.942440	 -0.311771	 -0.120857	  0.204144	  0.250220	  0.946422	  100.28	    44	0.999399	 1.44758e+16	-2.74789e+16	-9.11113e+14	      375634	     22.8741	   29.66	  233.77	  -77.41	       29.414086	       30.945929	       32.439501	       29413.289	         30945.2	        32439.82	  10985122	 5.95472e+10	  0.058386	  0.020090	  0.057259	  0.191354	 -0.979849	  0.961503	  0.923410	 -0.011591	  0.932597	 -0.360735	  0.988227	  0.065723	  0.138158	 -0.152554	  0.354886	  0.922379	 1.15273e+15	-2.00899e+15	  12282288	  5.4125e+10	  0.012837	  0.009753	 -0.179934	 -0.024154	 -0.983382	  0.515809	  0.366679	  0.420610	  0.897719	 -0.131105	  0.906036	 -0.423089	  0.009710	  0.046752	  0.122870	  0.991321	 1.68533e+15	 -5.8605e+15
0.038000	         0	        -1	       923	 7.94147e+11	  50802019	  29414.93148218	  30944.65071612	  32437.97362743	  -43.86	   70.92	   96.32	    194.61	     22.66	   0.04186	   0.20299	   1.17382	  202.20	  190.877079	  190.85	  0.022499	    0.030110	      0.2946	      0.1386	     -0.9455	  0.844957	  0.809318	  0.264624	  0.916441	 -0.300183	  0.942465	 -0.311712	 -0.120814	  0.204289	  0.250942	  0.946200	  100.42	    44	0.999397	 1.44622e+16	-2.74175e+16	 -9.1653e+14	      367612	     23.1106	 -160.94	  245.91	  233.05	       29.414751	        30.94456	       32.437956	       29414.023	       30943.951	       32438.223	  10980578	 5.95329e+10	  0.058441	  0.020136	  0.056175	  0.190803	 -0.980020	  0.961169	  0.923209	 -0.016957	  0.931160	 -0.364217	  0.987262	  0.073227	  0.141249	 -0.158196	  0.357182	  0.920541	 1.14647e+15	-2.00517e+15	  12264026	 5.40255e+10	  0.012835	  0.009701	 -0.178928	 -0.024556	 -0.983556	  0.511693	  0.365700	  0.413292	  0.900746	 -0.133591	  0.909589	 -0.415274	  0.013994	  0.042872	  0.127296	  0.990938	 1.68754e+15	-5.81961e+15
0.040000	         0	        -1	       883	  7.9381e+11	  50771189	  29415.80408887	  30943.48354870	  32436.33123910	  -43.91	   70.88	   96.31	    194.72	     23.09	   0.06481	   0.28031	   1.27257	  201.48	  190.941442	  190.69	  0.022562	    0.030228	      0.2961	       0.138	     -0.9451	  0.843231	  0.808155	  0.264067	  0.916227	 -0.301326	  0.941993	 -0.312099	 -0.123467	  0.207167	  0.251243	  0.945494	  100.56	    44	0.999396	 1.44321e+16	  -2.742e+16	-9.18323e+14	      379860	     22.8039	 -263.34	   82.60	   78.51	       29.415935	       30.943294	       32.436172	       29414.802	       30942.745	       32436.594	  10977138	 5.95225e+10	  0.058493	  0.020219	  0.055575	  0.189858	 -0.980237	  0.960556	  0.922834	 -0.019631	  0.929691	 -0.367818	  0.986114	  0.078684	  0.146248	 -0.164907	  0.359839	  0.918325	  1.1351e+15	-1.99956e+15	  12245963	 5.39295e+10	  0.012808	  0.009716	 -0.176247	 -0.024355	 -0.984045	  0.508045	  0.365022	  0.405956	  0.903723	 -0.135955	  0.912977	 -0.407695	  0.016069	  0.040906	  0.130647	  0.990585	 1.68043e+15	-5.84437e+15
0.041000	         0	        -1	       875	 7.93488e+11	  50739944	  29416.49331518	  30942.25556490	  32434.76837903	  -43.99	   70.83	   96.30	    194.83	     23.50	   0.05520	   0.62140	   1.21027	  200.82	  191.007383	  190.53	  0.022653	    0.030328	      0.2985	       0.136	     -0.9447	  0.841332	  0.807145	  0.264141	  0.915849	 -0.302408	  0.940871	 -0.313635	 -0.128040	  0.212111	  0.250707	  0.944540	  100.70	    44	0.999394	 1.44028e+16	-2.73758e+16	-9.18181e+14	      379711	     22.5219	   78.16	 -198.70	   41.26	       29.417058	       30.942464	       32.434613	       29415.561	       30941.512	       32434.979	  10972428	 5.95059e+10	  0.058533	  0.020266	  0.054864	  0.188818	 -0.980478	  0.960093	  0.922517	 -0.024518	  0.928567	 -0.370355	  0.984851	  0.086048	  0.150545	 -0.171660	  0.361054	  0.916610	 1.12604e+15	-1.99366e+15	  12227851	 5.38321e+10	  0.012800	  0.009697	 -0.174714	 -0.023800	 -0.984332	  0.504094	  0.364331	  0.397029	  0.907348	 -0.138156	  0.917027	 -0.398372	  0.018997	  0.037801	  0.134235	  0.990228	 1.67019e+15	-5.82383e+15
0.043000	         0	        -1	       866	 7.93217e+11	  50710747	  29417.10810875	  30940.99687205	  32433.19904076	  -44.09	   70.78	   96.34	    194.94	     24.13	   0.01445	   0.31008	   1.09813	  199.90	  191.077765	  190.46	  0.022761	    0.030424	      0.3015	      0.1334	     -0.9441	  0.839086	  0.805936	  0.263837	  0.915970	 -0.302305	  0.940946	 -0.313344	 -0.128207	  0.212159	  0.250627	  0.944550	  100.85	    44	0.999392	 1.43876e+16	-2.73235e+16	-9.23938e+14	      370074	     22.1391	  153.37	  156.88	  101.70	       29.417233	        30.94128	       32.433218	       29416.311	       30940.256	       32433.347	  10966698	 5.94814e+10	  0.058577	  0.020277	  0.053929	  0.188113	 -0.980666	  0.959588	  0.922173	 -0.028720	  0.927676	 -0.372281	  0.983484	  0.092807	  0.155389	 -0.178701	  0.361669	  0.915020	 1.12319e+15	-1.99079e+15	  12210711	  5.3742e+10	  0.012806	  0.009664	 -0.173412	 -0.023175	 -0.984577	  0.501746	  0.364321	  0.388040	  0.910862	 -0.140551	  0.920944	 -0.389146	  0.020667	  0.035870	  0.137460	  0.989858	 1.66812e+15	-5.79167e+15
0.045000	         0	        -1	       859	 7.92918e+11	  50680496	  29417.94590983	  30939.79663460	  32431.64237954	  -44.19	   70.75	   96.42	    195.05	     24.83	   0.03716	   0.13445	   1.15039	  198.92	  191.146253	  190.35	  0.022823	    0.030497	      0.3044	      0.1328	     -0.9433	  0.837181	  0.804846	  0.261738	  0.915964	 -0.304143	  0.941021	 -0.312203	 -0.130418	  0.214413	  0.252069	  0.943657	  100.99	    44	0.999389	 1.43645e+16	-2.72972e+16	 -9.2975e+14	      377068	     21.7422	  -69.08	   70.52	   86.51	       29.417882	       30.939689	       32.431691	        29417.09	       30939.031	        32431.71	  10961345	 5.94601e+10	  0.058614	  0.020317	  0.053316	  0.187185	 -0.980877	  0.958956	  0.921704	 -0.032070	  0.926989	 -0.373716	  0.981954	  0.098948	  0.161172	 -0.186383	  0.361803	  0.913433	 1.11806e+15	-1.98827e+15	  12193346	 5.36501e+10	  0.012800	  0.009658	 -0.172218	 -0.022379	 -0.984805	  0.500064	  0.364462	  0.379812	  0.913917	 -0.143172	  0.924418	 -0.380754	  0.021843	  0.034551	  0.140647	  0.989457	 1.66195e+15	-5.78547e+15
0.047000	         0	        -1	       878	 7.92681e+11	  50652769	  29418.48387566	  30938.69647576	  32430.09715275	  -44.26	   70.81	   96.49	    195.17	     25.90	   0.03177	   0.12555	   1.08022	  197.60	  191.219900	  190.21	  0.022782	    0.030397	      0.3094	      0.1338	     -0.9415	  0.834851	  0.803229	  0.257751	  0.916448	 -0.306085	  0.941655	 -0.309229	 -0.132903	  0.216449	  0.253971	  0.942682	  101.13	    44	0.999387	 1.43392e+16	 -2.7239e+16	-9.32083e+14	      369744	     21.2154	 -246.35	  149.07	  123.78	       29.418456	       30.938587	       32.430042	       29417.837	       30937.831	       32430.074	  10956717	 5.94455e+10	  0.058660	  0.020401	  0.052066	  0.185731	 -0.981220	  0.958298	  0.921231	 -0.037452	  0.926409	 -0.374651	  0.980614	  0.106231	  0.164653	 -0.192335	  0.361222	  0.912429	 1.10637e+15	-1.98282e+15	  12175301	 5.35522e+10	  0.012779	  0.009601	 -0.170086	 -0.020883	 -0.985208	  0.498524	  0.365226	  0.371998	  0.916684	 -0.145972	  0.927707	 -0.372456	  0.025213	  0.031256	  0.144798	  0.988967	 1.65738e+15	-5.74779e+15
0.048000	         0	        -1	       868	 7.92775e+11	  50639247	  29419.30454973	  30937.58025361	  32428.49606317	  -44.32	   70.90	   96.60	    195.31	     25.59	   0.02472	   1.09316	   1.12033	  197.90	  191.320615	  190.05	  0.022748	    0.030352	      0.3201	      0.1354	     -0.9376	  0.831942	  0.800957	  0.253849	  0.917221	 -0.307027	  0.942299	 -0.306136	 -0.135471	  0.218249	  0.254922	  0.942010	  101.28	    44	0.999387	 1.43174e+16	-2.72326e+16	-9.39373e+14	      377725	     21.2922	  151.25	 -152.73	   74.23	       29.420074	       30.938315	       32.428247	       29418.629	        30936.69	       32428.412	  10952081	 5.94255e+10	  0.058734	  0.020421	  0.051301	  0.184491	 -0.981494	  0.957543	  0.920711	 -0.040954	  0.925749	 -0.375914	  0.978883	  0.112588	  0.170623	 -0.200277	  0.360988	  0.910811	 1.09971e+15	-1.97673e+15	  12158229	  5.3464e+10	  0.012716	  0.009569	 -0.167895	 -0.019858	 -0.985605	  0.497174	  0.365973	  0.363842	  0.919490	 -0.148850	  0.930994	 -0.364046	  0.026854	  0.029496	  0.148349	  0.988495	 1.64356e+15	 -5.7517e+15
0.050000	         0	        -1	       864	 7.92627e+11	  50614475	  29419.96317405	  30936.38199029	  32426.91424904	  -44.39	   70.99	   96.66	    195.43	     25.73	   0.01722	   1.16890	   1.06872	  197.68	  191.402362	  190.13	  0.022770	    0.030345	      0.3274	      0.1351	     -0.9352	  0.829785	  0.799493	  0.251233	  0.917407	 -0.308621	  0.942299	 -0.304700	 -0.138674	  0.221257	  0.255974	  0.941022	  101.42	    44	0.999385	  1.4326e+16	-2.72186e+16	-9.43615e+14	      376072	     21.1766	 -313.55	  124.04	  133.17	       29.419793	       30.935225	       32.426909	       29419.396	        30935.49	       32426.754	  10944340	 5.93908e+10	  0.058814	  0.020360	  0.050275	  0.183708	 -0.981694	  0.956813	  0.920230	 -0.046862	  0.924880	 -0.377360	  0.977116	  0.120911	  0.175000	 -0.207481	  0.360524	  0.909381	 1.10879e+15	-1.97878e+15	  12142349	 5.33801e+10	  0.012681	  0.009527	 -0.164842	 -0.020417	 -0.986109	  0.496575	  0.366989	  0.355994	  0.922077	 -0.151794	  0.934038	 -0.356138	  0.027178	  0.028999	  0.151457	  0.988038	 1.64516e+15	-5.74216e+15
0.052000	         0	        -1	       841	 7.92384e+11	  50585503	  29420.80911751	  30935.10739188	  32425.27567780	  -44.44	   71.08	   96.74	    195.55	     26.06	   0.04456	   0.17026	   1.07249	  197.23	  191.476685	  190.16	  0.022824	    0.030384	      0.3317	      0.1344	     -0.9338	  0.828261	  0.798656	  0.249404	  0.917300	 -0.310417	  0.942183	 -0.303929	 -0.141132	  0.223805	  0.257271	  0.940066	  101.56	    44	0.999385	 1.43272e+16	-2.71979e+16	-9.43718e+14	      375047	     20.9818	 -231.51	  221.19	   -9.05	        29.42075	       30.934982	       32.425375	       29420.191	       30934.251	       32425.087	  10935706	 5.93474e+10	  0.058871	  0.020309	  0.049677	  0.183431	 -0.981777	  0.956158	  0.919847	 -0.051837	  0.923432	 -0.380246	  0.975229	  0.128796	  0.179835	 -0.215039	  0.361505	  0.907233	 1.11542e+15	-1.97977e+15	  12126954	 5.33017e+10	  0.012664	  0.009500	 -0.162420	 -0.020787	 -0.986503	  0.495460	  0.367390	  0.349839	  0.923868	 -0.155180	  0.936356	 -0.349995	  0.027223	  0.029161	  0.154828	  0.987511	 1.63886e+15	-5.72543e+15
0.054000	         0	        -1	       856	 7.92156e+11	  50557011	  29421.51226763	  30933.78544724	  32423.58282421	  -44.50	   71.17	   96.74	    195.66	     25.82	   0.03430	   1.15625	   0.96991	  197.44	  191.552686	  190.28	  0.022900	    0.030450	       0.334	      0.1327	     -0.9332	  0.826861	  0.797929	  0.248017	  0.916759	 -0.313113	  0.941434	 -0.304305	 -0.145259	  0.228450	  0.258749	  0.938541	  101.71	    44	0.999384	  1.4341e+16	-2.71887e+16	-9.50243e+14	      374210	     21.0296	 -246.23	 -150.35	  113.51	       29.422422	       30.933105	       32.423369	       29420.973	       30932.996	        32423.42	  10928757	 5.93176e+10	  0.058925	  0.020290	  0.049042	  0.183059	 -0.981878	  0.955634	  0.919478	 -0.058097	  0.921421	 -0.384197	  0.973179	  0.138082	  0.184001	 -0.222594	  0.363203	  0.904730	 1.12277e+15	-1.98432e+15	  12109758	 5.32116e+10	  0.012656	  0.009473	 -0.160693	 -0.021699	 -0.986766	  0.492647	  0.367630	  0.343935	  0.925552	 -0.158309	  0.938620	 -0.343631	  0.030164	  0.026482	  0.158966	  0.986929	 1.64382e+15	-5.71473e+15
