#redshift(0)	 ID(1)	hostHalo(2)	numSubStruct(3)	Mvir(4)	npart(5)	Xc(6)	Yc(7)	Zc(8)	VXc(9)	VYc(10)	VZc(11)	Rvir(12)	Rmax(13)	r2(14)	mbp_offset(15)	com_offset(16)	Vmax(17)	v_esc(18)	sigV(19)	lambda(20)	lambdaE(21)	Lx(22)	Ly(23)	Lz(24)	b(25)	c(26)	Eax(27)	Eay(28)	Eaz(29)	Ebx(30)	Eby(31)	Ebz(32)	Ecx(33)	Ecy(34)	Ecz(35)	ovdens(36)	nbins(37)	fMhires(38)	Ekin(39)	Epot(40)	SurfP(41)	Phi0(42)	cNFW(43)	mbp_Vx(44)	mbp_Vy(45)	mbp_Vz(46)	mbp_x(47)	mbp_y(48)	mbp_z(49)	com_x(50)	com_y(51)	com_z(52)	n_gas(53)	M_gas(54)	lambda_gas(55)	lambdaE_gas(56)	Lx_gas(57)	Ly_gas(58)	Lz_gas(59)	b_gas(60)	c_gas(61)	Eax_gas(62)	Eay_gas(63)	Eaz_gas(64)	Ebx_gas(65)	Eby_gas(66)	Ebz_gas(67)	Ecx_gas(68)	Ecy_gas(69)	Ecz_gas(70)	Ekin_gas(71)	Epot_gas(72)	n_star(73)	M_star(74)	lambda_star(75)	lambdaE_star(76)	Lx_star(77)	Ly_star(78)	Lz_star(79)	b_star(80)	c_star(81)	Eax_star(82)	Eay_star(83)	Eaz_star(84)	Ebx_star(85)	Eby_star(86)	Ebz_star(87)	Ecx_star(88)	Ecy_star(89)	Ecz_star(90)	Ekin_star(91)	Epot_star(92)	
0.627000	         0	        -1	       758	 5.91788e+11	  35939177	  29662.39522520	  30565.54554032	  31970.38250079	  -47.70	   77.13	   87.41	    201.77	     73.32	   0.05251	   0.99069	   2.66849	  164.83	  202.596243	  172.20	  0.015786	    0.016787	     -0.0718	      0.5831	     -0.8092	  0.869622	  0.827207	  0.178987	  0.928459	 -0.325466	 -0.295736	  0.366282	  0.882257	  0.938352	 -0.061661	  0.340138	  140.49	    43	0.999753	 8.77461e+15	-1.56414e+16	-1.19359e+15	      197987	     8.04799	   49.70	  165.89	  176.55	       29.662185	       30.564587	       31.970519	       29660.505	       30565.253	       31972.244	   8789566	 4.79469e+10	  0.058304	  0.018030	 -0.045354	  0.036940	 -0.998288	  0.908452	  0.838303	 -0.119964	  0.960199	 -0.252244	  0.978654	  0.071670	 -0.192612	  0.166868	  0.269966	  0.948300	 6.80196e+14	-1.26092e+15	   6110872	 2.42457e+10	  0.001716	  0.000785	  0.431075	  0.760531	 -0.485559	  0.563923	  0.514319	  0.438649	  0.890442	 -0.121245	  0.720355	 -0.267737	  0.639848	  0.537286	 -0.368008	 -0.758877	 3.49742e+14	-1.62191e+15
0.631000	         0	        -1	       781	 5.91374e+11	  35911615	  29664.21004695	  30563.30615639	  31967.49629928	  -47.54	   77.24	   87.22	    201.83	     75.53	   0.02921	   2.90689	   2.99726	  164.45	  202.762370	  172.01	  0.015734	    0.016655	    -0.06905	       0.583	     -0.8095	  0.871024	  0.827159	  0.180778	  0.923891	 -0.337260	 -0.314998	  0.379235	  0.870033	  0.931717	 -0.051047	  0.359581	  140.70	    43	0.999763	 8.74839e+15	-1.55583e+16	-1.19345e+15	      189747	     7.92189	  130.22	  110.73	    2.21	       29.662583	       30.563768	       31.969861	       29662.117	       30562.906	       31969.604	   8791325	 4.79349e+10	  0.058275	  0.017744	 -0.042446	  0.040338	 -0.998284	  0.906395	  0.836991	 -0.120249	  0.959273	 -0.255607	  0.976908	  0.068536	 -0.202369	  0.176609	  0.274039	  0.945363	  6.6269e+14	-1.22621e+15	   6095742	 2.41933e+10	  0.001728	  0.000784	  0.429721	  0.762458	 -0.483734	  0.558599	  0.518061	  0.443942	  0.886495	 -0.130546	  0.655888	 -0.222223	  0.721407	  0.610514	 -0.405886	 -0.680095	 3.33424e+14	-1.58461e+15
0.635000	         0	        -1	       740	 5.91142e+11	  35895698	  29665.90540990	  30561.03942972	  31964.65229155	  -47.42	   77.36	   86.98	    201.90	     77.59	   0.20440	   3.35583	   3.23225	  164.08	  202.949800	  172.56	  0.015686	    0.016561	    -0.06941	      0.5842	     -0.8087	  0.872660	  0.827321	  0.181378	  0.919226	 -0.349465	 -0.340758	  0.392090	  0.854488	  0.922489	 -0.035902	  0.384350	  140.90	    43	0.999785	  8.8007e+15	-1.55853e+16	-1.19815e+15	      190797	     7.79579	  146.88	  218.12	  355.41	       29.665657	       30.560435	       31.967944	        29663.72	       30560.564	       31966.986	   8795465	  4.7932e+10	  0.058260	  0.017466	 -0.039841	  0.044782	 -0.998202	  0.904249	  0.836126	 -0.123046	  0.957797	 -0.259778	  0.974505	  0.067125	 -0.214091	  0.187618	  0.279498	  0.941637	 6.81357e+14	 -1.2284e+15	   6083533	 2.41581e+10	  0.001720	  0.000780	  0.437634	  0.750831	 -0.494702	  0.554653	  0.523034	  0.448988	  0.882592	 -0.139434	  0.550629	 -0.150395	  0.821090	  0.703717	 -0.445436	 -0.553506	  3.4848e+14	-1.60127e+15
0.640000	         0	        -1	       756	 5.90929e+11	  35882656	  29667.60458273	  30558.79628454	  31961.95826312	  -47.27	   77.25	   86.60	    201.98	     79.74	   0.10874	   2.97565	   3.40877	  163.70	  203.139135	  172.72	  0.015742	    0.016639	    -0.07091	      0.5855	     -0.8075	  0.874383	  0.827465	  0.181222	  0.915326	 -0.359634	 -0.365375	  0.402179	  0.839496	  0.913050	 -0.020734	  0.407321	  141.11	    43	0.999823	 8.81466e+15	-1.56252e+16	-1.19612e+15	      194864	     7.66521	 -100.82	  236.51	   82.33	       29.667184	       30.556995	       31.964289	       29665.328	       30558.191	       31964.422	   8836432	  4.8111e+10	  0.058148	  0.017887	 -0.038563	  0.049001	 -0.998054	  0.902145	  0.835697	 -0.127961	  0.956230	 -0.263155	  0.971538	  0.067524	 -0.227056	  0.199348	  0.284720	  0.937654	 6.81212e+14	-1.25799e+15	   6037782	 2.39702e+10	  0.001713	  0.000778	  0.469873	  0.724067	 -0.504922	  0.554391	  0.527213	  0.454381	  0.878496	 -0.147587	  0.354972	 -0.026606	  0.934498	  0.817026	 -0.477008	 -0.323931	 3.52174e+14	-1.60818e+15
0.644000	         0	        -1	       753	 5.90743e+11	  35870831	  29669.18188153	  30556.68849048	  31959.39686846	  -47.27	   77.19	   86.55	    202.06	     86.14	   0.12368	   1.62335	   3.45860	  163.08	  203.334242	  172.94	  0.015756	    0.016606	    -0.07122	      0.5857	     -0.8074	  0.876725	  0.827829	  0.179156	  0.911217	 -0.370926	 -0.388538	  0.411911	  0.824238	  0.903848	 -0.003548	  0.427839	  141.31	    43	0.999833	 8.83423e+15	-1.56159e+16	-1.19122e+15	      197592	     7.47867	  -12.96	 -119.81	   -7.50	       29.670603	       30.557309	       31.959876	       29666.926	        30555.85	       31961.881	   8880197	 4.83236e+10	  0.057808	  0.017741	 -0.035417	  0.053467	 -0.997941	  0.899835	  0.835499	 -0.135572	  0.954813	 -0.264486	  0.967228	  0.069704	 -0.244154	  0.214685	  0.288919	  0.932972	 6.93122e+14	-1.26814e+15	   5989259	 2.37468e+10	  0.001747	  0.000787	  0.470987	  0.736828	 -0.485031	  0.560167	  0.529971	  0.458991	  0.874330	 -0.157717	  0.110529	  0.119947	  0.986608	  0.881539	 -0.470277	 -0.041584	 3.53178e+14	-1.59254e+15
0.648000	         0	        -1	       774	 5.90375e+11	  35848676	  29670.71510842	  30554.58191203	  31956.97024664	  -47.19	   77.16	   86.47	    202.12	     89.58	   0.29140	   2.06690	   3.41464	  162.91	  203.510754	  173.08	  0.015741	    0.016498	    -0.07202	      0.5855	     -0.8074	  0.879455	  0.828065	  0.173993	  0.907290	 -0.382819	 -0.411527	  0.420168	  0.808767	  0.894635	  0.016820	  0.446481	  141.52	    43	0.999835	 8.84281e+15	-1.55565e+16	-1.18644e+15	      190328	     7.40406	 -243.00	 -127.45	   89.82	       29.672669	       30.554545	       31.956296	        29668.53	       30553.508	       31959.365	   8897246	 4.83866e+10	  0.057614	  0.017078	 -0.033264	  0.057876	 -0.997769	  0.897497	  0.835050	 -0.147704	  0.953068	 -0.264282	  0.960665	  0.074712	 -0.267473	  0.235175	  0.293393	  0.926614	 7.20917e+14	-1.25795e+15	   5963236	 2.36412e+10	  0.001744	  0.000779	  0.449793	  0.753316	 -0.479794	  0.570325	  0.531429	  0.463051	  0.870122	 -0.168735	 -0.071666	  0.226507	  0.971369	  0.883429	 -0.437702	  0.167242	 3.30964e+14	-1.55205e+15
0.653000	         0	        -1	       746	 5.89715e+11	  35809150	  29672.14151727	  30552.47809572	  31954.70779000	  -47.06	   77.10	   86.43	    202.14	     90.47	   0.03984	   3.33703	   3.21057	  162.85	  203.657976	  173.34	  0.015568	    0.016241	    -0.06727	      0.5894	     -0.8051	  0.883436	  0.828758	  0.166598	  0.902085	 -0.398105	 -0.432196	  0.429703	  0.792819	  0.886257	  0.039977	  0.461465	  141.72	    43	0.999854	 8.85917e+15	-1.55129e+16	 -1.1815e+15	      185152	     7.36153	 -128.38	  -95.12	   91.08	       29.674727	       30.550404	       31.954322	       29670.152	       30551.218	       31956.889	   8895507	 4.83389e+10	  0.057476	  0.016545	 -0.032002	  0.061604	 -0.997587	  0.895100	  0.834492	 -0.165019	  0.950558	 -0.263073	  0.949911	  0.081400	 -0.301733	  0.265401	  0.299688	  0.916379	 7.35221e+14	-1.24184e+15	   5948499	 2.35982e+10	  0.001732	  0.000769	  0.450800	  0.760438	 -0.467455	  0.588674	  0.536728	  0.464244	  0.865262	 -0.189205	 -0.195289	  0.308361	  0.931008	  0.863909	 -0.395266	  0.312131	 3.18928e+14	-1.52506e+15
0.657000	         0	        -1	       763	 5.88941e+11	  35758705	  29673.49580944	  30550.54486151	  31952.42576119	  -46.96	   76.99	   86.53	    202.16	     93.97	   0.10274	   2.51113	   3.02660	  162.49	  203.792362	  174.03	  0.015199	    0.015817	    -0.06062	      0.5993	     -0.7982	  0.888657	  0.829352	  0.155411	  0.893952	 -0.420354	 -0.455419	  0.442443	  0.772553	  0.876608	  0.071374	  0.475883	  141.93	    43	0.999888	 8.91823e+15	 -1.5539e+16	-1.18428e+15	      188479	     7.25259	   74.79	   66.57	  101.71	       29.675977	       30.550876	        31.95263	       29671.805	       30549.021	       31954.421	   8890639	 4.82603e+10	  0.057277	  0.016106	 -0.032719	  0.064212	 -0.997400	  0.892633	  0.833496	 -0.190133	  0.946276	 -0.261555	  0.931751	  0.089984	 -0.351771	  0.309337	  0.310588	  0.898803	 7.64378e+14	-1.24778e+15	   5929473	 2.35584e+10	  0.001525	  0.000678	  0.497543	  0.835994	 -0.231441	  0.647639	  0.575822	  0.443854	  0.845207	 -0.297689	 -0.342503	  0.466995	  0.815235	  0.828061	 -0.259886	  0.496763	 3.26004e+14	-1.53378e+15
0.661000	         0	        -1	       768	 5.88215e+11	  35709554	  29674.64665863	  30548.84912225	  31950.09348176	  -46.99	   76.94	   86.74	    202.17	     94.31	   0.34734	   3.76842	   2.95240	  162.38	  203.930882	  174.41	  0.014850	    0.015442	    -0.05918	      0.6048	     -0.7941	  0.894526	  0.830107	  0.139918	  0.885328	 -0.443415	 -0.483950	  0.451833	  0.749426	  0.863838	  0.109733	  0.491674	  142.13	    43	0.999923	  8.9462e+15	-1.55573e+16	-1.18824e+15	      186094	     7.20036	 -178.47	   30.75	   82.25	       29.677391	       30.547253	       31.948063	       29673.463	       30546.867	       31951.934	   8900898	 4.82645e+10	  0.056755	  0.015921	 -0.035510	  0.066843	 -0.997131	  0.890038	  0.831689	 -0.225980	  0.938600	 -0.260697	  0.900856	  0.099527	 -0.422556	  0.370665	  0.330340	  0.868034	 7.84227e+14	-1.26537e+15	   5894651	 2.34348e+10	  0.001438	  0.000638	  0.489865	  0.868889	  0.071171	  0.700121	  0.602182	  0.429758	  0.782012	 -0.451404	 -0.455122	  0.619379	  0.639714	  0.779854	 -0.069478	  0.622094	  3.1749e+14	 -1.5219e+15
0.666000	         0	        -1	       774	 5.88433e+11	  35727030	  29675.54098490	  30546.88878725	  31947.87055513	  -47.04	   76.91	   86.91	    202.30	     97.39	   0.16541	   5.97536	   2.93593	  162.22	  204.174328	  174.63	  0.014712	    0.015313	    -0.05551	      0.5939	     -0.8026	  0.898277	  0.829370	  0.127124	  0.880206	 -0.457250	 -0.505917	  0.454057	  0.733404	  0.853163	  0.138097	  0.503032	  142.34	    43	0.999951	 8.97254e+15	-1.56149e+16	-1.20356e+15	      184427	     7.11455	   18.36	  -58.93	   19.91	       29.679633	       30.545225	       31.943847	       29675.031	       30544.484	       31949.476	   8952061	 4.84804e+10	  0.056645	  0.016216	 -0.040507	  0.067928	 -0.996868	  0.886913	  0.830501	 -0.242334	  0.935886	 -0.255716	  0.881639	  0.102414	 -0.460678	  0.404954	  0.337087	  0.849932	 7.92159e+14	-1.29462e+15	   5854932	 2.32879e+10	  0.001476	  0.000653	  0.485285	  0.848730	  0.210133	  0.719122	  0.603565	  0.442399	  0.729064	 -0.522254	 -0.473998	  0.684441	  0.553955	  0.761321	  0.002478	  0.648370	 3.10061e+14	-1.51174e+15
0.670000	         0	        -1	       751	 5.89169e+11	  35777784	  29676.18731152	  30544.62407770	  31945.79866383	  -47.23	   76.86	   87.25	    202.48	     98.11	   0.13206	   7.61673	   3.03635	  162.07	  204.477796	  175.11	  0.014689	    0.015314	    -0.04978	      0.5737	     -0.8176	  0.898727	  0.826897	  0.117971	  0.877071	 -0.465649	 -0.516977	  0.454610	  0.725303	  0.847831	  0.155165	  0.507056	  142.54	    43	0.999979	 9.03298e+15	-1.57252e+16	-1.22556e+15	      187129	     7.02053	  -21.34	  179.59	  254.59	       29.676476	       30.544646	        31.95341	       29676.476	       30541.903	       31947.114	   9023050	  4.8814e+10	  0.056666	  0.016485	 -0.048995	  0.067638	 -0.996506	  0.882239	  0.829128	 -0.253854	  0.932916	 -0.255393	  0.862105	  0.098511	 -0.497061	  0.438557	  0.346356	  0.829280	 8.16371e+14	-1.33744e+15	   5811237	 2.31116e+10	  0.001541	  0.000682	  0.551659	  0.768638	  0.323832	  0.726599	  0.596201	  0.451165	  0.691058	 -0.564703	 -0.481277	  0.721268	  0.498142	  0.751547	  0.047034	  0.658001	 3.14067e+14	 -1.5204e+15
0.675000	         0	        -1	       738	 5.90435e+11	  35861686	  29676.79033540	  30541.87389822	  31943.61797771	  -47.76	   76.64	   87.68	    202.73	    101.54	   0.18971	   0.03300	   3.19254	  161.69	  204.842886	  175.18	  0.014745	    0.015432	    -0.04403	      0.5475	     -0.8356	  0.897026	  0.823024	  0.108986	  0.876203	 -0.469458	 -0.524918	  0.451784	  0.721354	  0.844146	  0.167809	  0.509173	  142.75	    43	1.000000	 9.05994e+15	-1.58435e+16	-1.25615e+15	      187108	     6.86235	 -368.83	  174.85	  -43.83	       29.676763	       30.541867	         31.9436	       29677.901	         30539.1	       31944.742	   9125767	 4.93167e+10	  0.056809	  0.017278	 -0.059601	  0.066703	 -0.995991	  0.875616	  0.826163	 -0.251919	  0.930959	 -0.264297	  0.846183	  0.079379	 -0.526948	  0.469587	  0.356392	  0.807758	 8.21972e+14	-1.39479e+15	   5751091	 2.28541e+10	  0.001621	  0.000716	  0.617751	  0.677530	  0.399171	  0.719017	  0.575770	  0.438650	  0.691807	 -0.573575	 -0.499561	  0.718269	  0.484281	  0.747011	  0.074105	  0.660669	 3.02468e+14	-1.51108e+15
0.679000	         0	        -1	       733	  5.9135e+11	  35912950	  29677.69168450	  30538.86640908	  31941.16357453	  -48.13	   76.47	   87.74	    202.93	     82.22	   0.27586	   0.05899	   3.26393	  163.41	  205.166932	  175.76	  0.014766	    0.015506	    -0.02495	      0.5267	     -0.8497	  0.897519	  0.821381	  0.101012	  0.875883	 -0.471832	 -0.530898	  0.448544	  0.718996	  0.841394	  0.177867	  0.510313	  142.95	    43	1.000000	 9.13437e+15	-1.59957e+16	-1.28573e+15	      192893	     7.20782	 -247.97	  342.92	 -118.38	       29.677708	       30.538813	       31.941183	       29679.391	       30536.303	       31942.258	   9203328	   4.969e+10	  0.056876	  0.018048	 -0.064977	  0.068570	 -0.995528	  0.871393	  0.827388	 -0.263251	  0.925916	 -0.270883	  0.828092	  0.072823	 -0.555842	  0.494937	  0.370642	  0.785915	 8.20387e+14	-1.44688e+15	   5693494	 2.26221e+10	  0.001813	  0.000800	  0.681612	  0.591928	  0.430148	  0.729885	  0.576281	  0.458561	  0.658709	 -0.596511	 -0.483205	  0.748163	  0.454715	  0.745812	  0.079723	  0.661369	 3.36229e+14	-1.54848e+15
0.684000	         0	        -1	       745	 5.92147e+11	  35948099	  29678.86085545	  30535.90490826	  31938.47038294	  -48.32	   76.15	   87.69	    203.12	     84.71	   0.27746	   0.02576	   3.39475	  163.40	  205.480976	  175.70	  0.014762	    0.015489	   -0.006199	      0.5101	     -0.8601	  0.898324	  0.819850	  0.091710	  0.875348	 -0.474716	 -0.534299	  0.445547	  0.718340	  0.840306	  0.187762	  0.508559	  143.15	    43	1.000000	 9.14024e+15	-1.60204e+16	-1.30816e+15	      192459	     7.14439	  264.95	  246.75	  -38.47	       29.678839	       30.535913	       31.938483	       29680.964	        30533.54	       31939.698	   9288677	 5.01164e+10	  0.056543	  0.018388	 -0.068542	  0.070938	 -0.995123	  0.868408	  0.830514	 -0.275821	  0.919343	 -0.280590	 -0.808587	 -0.064083	  0.584877	  0.519722	  0.388203	  0.761044	 8.17086e+14	-1.47803e+15	   5613613	 2.22602e+10	  0.001976	  0.000863	  0.721363	  0.521762	  0.455412	  0.741403	  0.579490	  0.477932	  0.622984	 -0.619251	 -0.466219	  0.777393	  0.422256	  0.744460	  0.086897	  0.661988	  3.3013e+14	-1.52171e+15
0.688000	         0	        -1	       747	  5.9286e+11	  35969946	  29680.22785834	  30533.05983598	  31935.54831128	  -48.41	   76.10	   87.58	    203.30	     82.43	   0.10254	   0.04870	   3.58553	  163.83	  205.789459	  175.42	  0.014747	    0.015410	    0.003127	      0.4962	     -0.8682	  0.898797	  0.817965	  0.081085	  0.874510	 -0.478181	 -0.535677	  0.442817	  0.719001	  0.840521	  0.197851	  0.504361	  143.36	    43	1.000000	 9.12172e+15	-1.59748e+16	-1.32894e+15	      190535	     7.18916	   60.19	  163.81	   -0.91	       29.680204	       30.533069	       31.935507	       29682.586	       30530.822	        31937.06	   9339504	 5.03484e+10	  0.056181	  0.018176	 -0.066161	  0.072820	 -0.995148	  0.865734	  0.833385	 -0.287625	  0.912385	 -0.291247	 -0.781189	 -0.047561	  0.622480	  0.554090	  0.406560	  0.726425	  8.2277e+14	-1.47967e+15	   5554554	  2.1998e+10	  0.002132	  0.000921	  0.742293	  0.476671	  0.470941	  0.752968	  0.582752	  0.499101	  0.585594	 -0.638732	 -0.444674	  0.805730	  0.391234	  0.743749	  0.088762	  0.662539	 3.10167e+14	 -1.4826e+15
0.693000	         0	        -1	       728	  5.9362e+11	  35995540	  29681.63280642	  30530.38566669	  31932.69330277	  -48.49	   76.02	   87.57	    203.49	     81.33	   0.26537	   0.02966	   3.81232	  164.16	  206.105843	  175.15	  0.014735	    0.015306	     0.02236	      0.4876	     -0.8728	  0.899293	  0.816115	  0.071580	  0.873089	 -0.482278	 -0.536638	  0.441284	  0.719227	  0.840771	  0.207326	  0.500120	  143.56	    43	1.000000	 9.10574e+15	-1.59065e+16	-1.34792e+15	      185670	     7.20782	  216.41	   95.52	  -86.02	       29.681656	       30.530384	       31.932675	       29684.212	       30528.175	       31934.424	   9376723	 5.05011e+10	  0.055861	  0.017832	 -0.061342	  0.071456	 -0.995556	  0.863089	  0.834755	 -0.298166	  0.906572	 -0.298704	 -0.751302	 -0.029874	  0.659282	  0.588763	  0.420993	  0.690017	 8.17589e+14	-1.45993e+15	   5511198	  2.1822e+10	  0.002206	  0.000940	  0.745332	  0.461824	  0.480830	  0.763430	  0.585730	  0.523552	  0.541526	 -0.657757	 -0.418391	  0.835935	  0.355193	  0.742188	  0.089238	  0.664225	 2.97579e+14	-1.44206e+15
0.697000	         0	        -1	       723	 5.94336e+11	  36014216	  29683.03263085	  30527.85085359	  31929.96095630	  -48.66	   75.74	   87.44	    203.67	     81.56	   0.17933	   0.04820	   4.09024	  164.34	  206.417361	  174.72	  0.014713	    0.015203	     0.04689	      0.4836	      -0.874	  0.900095	  0.814496	  0.059866	  0.874057	 -0.482121	 -0.536845	  0.435382	  0.722662	  0.841555	  0.215561	  0.495297	  143.77	    43	1.000000	 9.07163e+15	-1.58303e+16	-1.36286e+15	      178765	      7.1914	  -48.06	  141.22	  238.91	       29.683031	       30.527819	       31.929924	       29685.855	       30525.537	       31931.807	   9409590	 5.06372e+10	  0.055599	  0.017651	 -0.059648	  0.069997	 -0.995762	  0.860585	  0.834626	 -0.306849	  0.903524	 -0.299144	 -0.724032	 -0.017594	  0.689542	  0.617755	  0.428175	  0.659579	 8.03008e+14	-1.44101e+15	   5466054	  2.1637e+10	  0.002266	  0.000952	  0.745741	  0.455302	  0.486385	  0.772798	  0.588266	 -0.548297	 -0.492859	  0.675619	 -0.387506	  0.865649	  0.317005	  0.741087	  0.087994	  0.665618	 2.72037e+14	-1.38986e+15
0.702000	         0	        -1	       729	 5.94885e+11	  36017223	  29684.43911145	  30525.43696859	  31927.21441203	  -48.78	   75.70	   87.48	    203.83	     82.43	   0.10935	   0.03500	   4.39491	  164.46	  206.711288	  174.74	  0.014751	    0.015171	     0.06178	      0.4769	     -0.8768	  0.901246	  0.813078	  0.048165	  0.876083	 -0.479748	 -0.537059	  0.427683	  0.727087	  0.842168	  0.222633	  0.491108	  143.97	    43	1.000000	 9.08227e+15	-1.58034e+16	-1.36355e+15	      176057	     7.16529	 -114.47	   67.23	  211.51	       29.684417	       30.525463	       31.927207	       29687.507	        30522.95	       31929.142	   9424174	 5.06881e+10	  0.055352	  0.017397	 -0.058217	  0.067203	 -0.996039	  0.858261	  0.832215	 -0.313453	  0.904545	 -0.289041	 -0.719852	 -0.027826	  0.693569	  0.619322	  0.425469	  0.659861	   8.061e+14	-1.43372e+15	   5427855	  2.1478e+10	  0.002332	  0.000971	  0.744159	  0.449025	  0.494574	  0.778942	  0.589545	 -0.575594	 -0.434235	  0.692915	 -0.351981	  0.896408	  0.269374	  0.738106	  0.088843	  0.668809	 2.60306e+14	-1.36113e+15
0.707000	         0	        -1	       763	 5.95695e+11	  36028105	  29685.94302622	  30523.21802725	  31924.46128796	  -48.91	   75.81	   87.46	    204.02	     83.66	   0.50292	   0.05007	   4.71002	  164.56	  207.035153	  175.52	  0.014859	    0.015246	     0.07564	      0.4723	     -0.8782	  0.902865	  0.811824	  0.036214	  0.877814	 -0.477631	 -0.540082	  0.419326	  0.729710	  0.840833	  0.231534	  0.489277	  144.17	    43	1.000000	 9.17597e+15	 -1.5895e+16	-1.36526e+15	      184245	     7.12873	   34.42	  214.73	  221.18	       29.685906	       30.523238	       31.924489	         29689.2	       30520.432	       31926.414	   9420268	 5.06344e+10	  0.055193	  0.017189	 -0.056315	  0.062723	 -0.996441	  0.856204	  0.828189	 -0.319551	  0.906886	 -0.274674	 -0.728739	 -0.049925	  0.682969	  0.605662	  0.418409	  0.676837	 8.32155e+14	-1.45122e+15	   5405477	 2.14242e+10	  0.002406	  0.001002	  0.744614	  0.453235	  0.490029	  0.780606	  0.588449	 -0.603878	 -0.366511	  0.707815	 -0.311094	  0.925959	  0.214055	  0.733861	  0.090934	  0.673186	 2.95661e+14	-1.40255e+15
0.711000	         0	        -1	       799	 5.96254e+11	  36025299	  29687.40584336	  30521.02439811	  31922.02882046	  -49.31	   75.70	   87.84	    204.18	     82.70	   0.45693	   0.05644	   4.94403	  164.86	  207.333002	  175.24	  0.015038	    0.015397	     0.08245	      0.4696	      -0.879	  0.905517	  0.810930	  0.022986	  0.879472	 -0.475396	 -0.541146	  0.410781	  0.733771	  0.840614	  0.240392	  0.485365	  144.37	    43	1.000000	 9.15491e+15	-1.58713e+16	-1.36823e+15	      182636	     7.14365	   38.39	  -79.56	  -61.62	       29.687362	       30.521028	       31.922064	       29690.928	       30517.985	       31923.702	   9468804	 5.08519e+10	  0.054696	  0.017384	 -0.058417	  0.060807	 -0.996439	  0.854013	  0.824487	 -0.326819	  0.908727	 -0.259623	 -0.739232	 -0.074642	  0.669301	  0.588834	  0.410662	  0.696155	 8.19716e+14	-1.46687e+15	   5325700	 2.10634e+10	  0.002450	  0.001005	  0.747675	  0.450389	  0.487988	  0.780083	  0.586416	 -0.626565	 -0.297715	  0.720265	 -0.267155	  0.950217	  0.160363	  0.732151	  0.091944	  0.674909	 2.73077e+14	-1.35156e+15
0.716000	         0	        -1	       813	 5.96713e+11	  36017866	  29688.66148538	  30518.64468661	  31919.87838602	  -49.50	   75.59	   87.99	    204.33	     82.81	   0.32508	   0.02458	   5.18131	  165.08	  207.620593	  175.37	  0.015146	    0.015436	     0.09469	      0.4668	     -0.8793	  0.908314	  0.811096	  0.006841	  0.884133	 -0.467185	 -0.539143	  0.396736	  0.742916	  0.842186	  0.246798	  0.479388	  144.58	    43	1.000000	  9.1754e+15	-1.58535e+16	-1.36412e+15	      175134	     7.14216	 -180.61	   73.60	  371.63	       29.688681	       30.518632	       31.919872	        29692.59	        30515.48	       31921.061	   9463532	 5.07925e+10	  0.054501	  0.016995	 -0.061645	  0.056368	 -0.996505	  0.851752	  0.821709	 -0.335838	  0.909604	 -0.244609	 -0.751631	 -0.102284	  0.651605	  0.567683	  0.402689	  0.718037	 8.30428e+14	 -1.4556e+15	   5298444	 2.09612e+10	  0.002499	  0.001016	  0.754068	  0.460568	  0.468250	  0.778048	  0.583514	 -0.642973	 -0.234138	  0.729222	 -0.224469	  0.967924	  0.112861	  0.732256	  0.091121	  0.674906	 2.60985e+14	-1.32418e+15
0.721000	         0	        -1	       803	 5.97089e+11	  36014086	  29689.79628723	  30516.32850111	  31917.87541185	  -49.88	   75.64	   88.21	    204.48	     83.96	   0.15102	   0.04926	   5.55907	  165.17	  207.896303	  175.40	  0.015192	    0.015517	       0.115	      0.4686	     -0.8759	  0.911138	  0.812300	 -0.011790	  0.889853	 -0.456096	 -0.536140	  0.379394	  0.754065	  0.844047	  0.253421	  0.472612	  144.78	    43	1.000000	 9.18427e+15	 -1.5914e+16	 -1.3606e+15	      178083	     7.11082	 -197.50	  258.45	  142.32	       29.689831	       30.516343	       31.917844	       29694.219	       30513.005	       31918.422	   9478576	 5.08282e+10	  0.054214	  0.017396	 -0.064324	  0.052518	 -0.996546	  0.849159	  0.818921	 -0.345765	  0.909915	 -0.229129	 -0.767195	 -0.133555	  0.627355	  0.540239	  0.392705	  0.744261	 8.12359e+14	-1.47652e+15	   5260971	  2.0841e+10	  0.002556	  0.001039	  0.760429	  0.485232	  0.431623	  0.772607	  0.579790	 -0.656137	 -0.173008	  0.734542	 -0.180891	  0.981046	  0.069484	  0.732640	  0.087281	  0.674996	 2.68756e+14	-1.33516e+15
